ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_8,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,113,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_9,Occupation (ISCO-08): 9. Elementary occupations,2018,84,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_0,Occupation (ISCO-08): 0. Armed forces occupations,2018,140,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_X,Occupation (ISCO-08): X. Not elsewhere classified,2018,162,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2018,131,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_1,Occupation (ISCO-08): 1. Managers,2018,266,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_2,Occupation (ISCO-08): 2. Professionals,2018,199,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_3,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,149,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_4,Occupation (ISCO-08): 4. Clerical support workers,2018,143,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_5,Occupation (ISCO-08): 5. Service and sales workers,2018,85,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_6,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,99,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_7,Occupation (ISCO-08): 7. Craft and related trades workers,2018,102,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_8,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,85,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_9,Occupation (ISCO-08): 9. Elementary occupations,2018,101,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_0,Occupation (ISCO-08): 0. Armed forces occupations,2018,96,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_X,Occupation (ISCO-08): X. Not elsewhere classified,2018,168,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,130,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,129,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:150,ARG - LFS - Encuesta Permanente de Hogares (Urban),SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,131,,,,,T30:61_T10:139_T11:142_T12:145,Currency: ARG - Argentine peso (ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,S14:4077_S3:11_S4:33,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2000,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2001,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
ARG,Argentina,BA:153,ARG - LFS - Encuesta Anual de Hogares Urbanos,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2001,4,,,,,T30:61,Currency: ARG - Argentine peso (ARS),R1:3473_S4:33,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
